key,source_file,english,translation,placeholders_english,placeholders_translation,placeholder_mismatch,length_ratio,runtime_when_missing,reviewer_verdict,reviewer_suggested_text,reviewer_comment
medical_claim,config/conversation_routes.json,"I'm not able to give medical advice or make claims about treating or curing anything. For anything health-related, a qualified healthcare professional is really the right person to ask. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","En voi antaa lääketieteellistä neuvontaa tai tehdä väitteitä minkään hoidosta tai parantamisesta. Kaikkiin terveysasioihin liittyviin kysymyksiin pätevä terveydenhuollon ammattilainen on todella oikea henkilö, jolle kysyä. Foreverin tuotteita ei ole arvioinut Food and Drug Administration, eikä niitä ole tarkoitettu diagnosoimaan, hoitamaan, parantamaan tai ehkäisemään mitään sairautta.",,,no,1.16,,,,
income_claim,config/conversation_routes.json,I can't share income projections or guarantees - that's not something I'm able to speak to. The official Income Disclosure Statement is the right place for that kind of detail. Individual results may vary. Forever makes no guarantees on income or success. The Forever Business Owner opportunity and related incentives are not available to residents of the United States.,"En voi jakaa tuloennusteita tai takuita - se ei ole asia, josta voin puhua. Virallinen Income Disclosure Statement on oikea paikka tämän kaltaisille yksityiskohdille. Yksilölliset tulokset voivat vaihdella. Forever ei anna takeita tuloista tai menestyksestä. Forever Business Owner -mahdollisuus ja siihen liittyvät kannustimet eivät ole Yhdysvaltain asukkaiden käytettävissä.",,,no,1.02,,,,
bedrock_error,config/conversation_routes.json,Sorry about that - I'm having a brief technical hiccup reaching the knowledge base. Mind trying again in a moment?,Pahoittelut - minulla on hetkellinen tekninen häiriö tietopankkiin pääsyssä. Voisitko yrittää uudelleen hetken kuluttua?,,,no,1.05,,,,
sensitive_pii,config/conversation_routes.json,"For your privacy, I removed sensitive personal information from your message. AskVera does not use or save government IDs, payment details, passwords, or other sensitive identifiers. Please ask again without personal details.",,,,no,,machine_translated_at_request_time,,,
guardrail_blocked,config/conversation_routes.json,I couldn't provide that response because it did not pass AskVera's safety checks. Please rephrase the question without private information or unsafe claims.,,,,no,,machine_translated_at_request_time,,,
reference_clarification,config/conversation_routes.json,I want to make sure I answer about the right country — do you mean {candidates}?,"Haluan varmistaa, että vastaan oikeasta maasta — tarkoitatko {candidates}?",{candidates},{candidates},no,0.93,,,,
dependency_unavailable,config/conversation_routes.json,Sorry about that - I'm having a brief technical hiccup reaching the knowledge base. Mind trying again in a moment?,Pahoittelut - minulla on hetkellinen tekninen häiriö tietopankkiin pääsyssä. Voisitko yrittää uudelleen hetken kuluttua?,,,no,1.05,,,,
evidence_missing_detail,config/conversation_routes.json,"The approved documents I have do not contain enough detail about {topic} to answer that. Please rephrase the question, or contact Forever Living support for an official answer.","Hyväksytyt asiakirjat, jotka minulla on, eivät sisällä tarpeeksi tietoa aiheesta {topic} vastatakseni siihen. Muotoile kysymys uudelleen tai ota yhteyttä Forever Livingin tukeen saadaksesi virallisen vastauksen.",{topic},{topic},no,1.20,,,,
cross_market_policy_scope,config/conversation_routes.json,"I can only answer using the policy documents approved for your own market. For {country}'s policy specifically, please check with a local Forever Living office or Customer Care.",Voin vastata vain oman markkina-alueesi hyväksyttyjen käytäntöasiakirjojen perusteella. Kysy {country}n käytännöstä tarkemmin paikalliselta Forever Living -toimistolta tai asiakaspalvelusta.,{country},{country},no,1.07,,,,
international_directory_note,config/conversation_routes.json,"This contact information comes from the international sponsoring directory for {country}, not from local policy documents.","Nämä yhteystiedot ovat peräisin kansainvälisestä sponsorihakemistosta maalle {country}, eivät paikallisista käytäntöasiakirjoista.",{country},{country},no,1.07,,,,
personal_account_limit,config/conversation_routes.json,"I can't look up personal account, order or earnings details. Please contact Forever Living Customer Care or check your account portal for that.","En voi hakea henkilökohtaisia tili-, tilaus- tai ansiotietoja. Ota tätä varten yhteyttä Forever Livingin asiakaspalveluun tai tarkista tilisi portaalista.",,,no,1.08,,,,
partial_answer_gap,config/conversation_routes.json,I could not confirm {fields} from the approved documents. The rest of the answer above is what I could confirm.,"En pystynyt vahvistamaan tietoja {fields} hyväksytyistä asiakirjoista. Loput yllä olevasta vastauksesta on sitä, mitä pystyin vahvistamaan.",{fields},{fields},no,1.25,,,,
clarify_field,config/conversation_routes.json,Which of these did you mean: {options}?,Kumman näistä tarkoitit: {options}?,{options},{options},no,0.90,,,,
clarify_country,config/conversation_routes.json,Which country did you mean: {options}?,Mitä maata tarkoitit: {options}?,{options},{options},no,0.84,,,,
clarify_role,config/conversation_routes.json,Which role did you mean: {options}?,Mitä roolia tarkoitit: {options}?,{options},{options},no,0.94,,,,
repair_ack,config/conversation_routes.json,"Got it, thanks for clarifying.","Selvä, kiitos tarkennuksesta.",,,no,0.97,,,,
contact_offer,config/conversation_routes.json,You can also reach {contact} for more help.,Voit myös ottaa yhteyttä tahoon {contact} saadaksesi lisäapua.,{contact},{contact},no,1.44,,,,
suggest_intro,config/conversation_routes.json,You might also want to ask about:,Saatat myös haluta kysyä:,,,no,0.76,,,,
suggest_topic_delivery_cost,config/conversation_routes.json,Delivery cost,Toimitusmaksu,,,no,1.00,,,,
suggest_topic_payment_methods,config/conversation_routes.json,Payment methods,Maksutavat,,,no,0.67,,,,
suggest_topic_contact,config/conversation_routes.json,Office contact details,Toimiston yhteystiedot,,,no,1.00,,,,
suggest_topic_returns,config/conversation_routes.json,Returns,Palautukset,,,no,1.57,,,,
field_label_phone,config/conversation_routes.json,Phone,Puhelin,,,no,1.40,,,,
field_label_order_phone,config/conversation_routes.json,Order phone,Tilauspuhelin,,,no,1.18,,,,
field_label_email,config/conversation_routes.json,Email,Sähköposti,,,no,2.00,,,,
field_label_website,config/conversation_routes.json,Website,Verkkosivu,,,no,1.43,,,,
field_label_address,config/conversation_routes.json,Address,Osoite,,,no,0.86,,,,
field_label_business_hours,config/conversation_routes.json,Business hours,Aukioloajat,,,no,0.79,,,,
field_label_payment_methods,config/conversation_routes.json,Payment methods,Maksutavat,,,no,0.67,,,,
field_label_delivery_cost,config/conversation_routes.json,Delivery cost,Toimitusmaksu,,,no,1.00,,,,
field_label_delivery_time,config/conversation_routes.json,Delivery time,Toimitusaika,,,no,0.92,,,,
field_label_fax,config/conversation_routes.json,Fax,Faksi,,,no,1.67,,,,
product_disease_claim_refusal,config/claim_safety.json,"I'm sorry, but I can't confirm that a Forever Living product treats or cures a disease. AskVera can help with approved Forever Living company policies and information from the international sponsoring directory. For a medical question, please speak with a qualified healthcare professional. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","Olen pahoillani, mutta en voi vahvistaa, että Forever Living -tuote hoitaa tai parantaa sairautta. AskVera voi auttaa Forever Livingin hyväksytyissä yrityskäytännöissä ja kansainvälisen sponsorointihakemiston tiedoissa. Käänny lääketieteellisissä kysymyksissä pätevän terveydenhuollon ammattilaisen puoleen. Foreverin tuotteita ei ole arvioinut Food and Drug Administration, eikä niitä ole tarkoitettu diagnosoimaan, hoitamaan, parantamaan tai ehkäisemään mitään sairautta.",,,no,1.07,,,,
