key,source_file,english,translation,placeholders_english,placeholders_translation,placeholder_mismatch,length_ratio,runtime_when_missing,reviewer_verdict,reviewer_suggested_text,reviewer_comment
evidence_missing_detail,config/conversation_routes.json,"The approved documents I have do not contain enough detail about {topic} to answer that. Please rephrase the question, or contact Forever Living support for an official answer.","Die freigegebenen Dokumente, die mir vorliegen, enthalten nicht genügend Details zu {topic}, um das zu beantworten. Bitte formulieren Sie die Frage neu oder wenden Sie sich an den Forever Living Support für eine offizielle Antwort.",{topic},{topic},no,1.31,,,,
cross_market_policy_scope,config/conversation_routes.json,"I can only answer using the policy documents approved for your own market. For {country}'s policy specifically, please check with a local Forever Living office or Customer Care.",Ich kann nur anhand der für Ihren eigenen Markt freigegebenen Richtliniendokumente antworten. Für die Richtlinie in {country} wenden Sie sich bitte an ein lokales Forever Living Büro oder den Kundenservice.,{country},{country},no,1.16,,,,
international_directory_note,config/conversation_routes.json,"This contact information comes from the international sponsoring directory for {country}, not from local policy documents.","Diese Kontaktinformationen stammen aus dem internationalen Sponsoring-Verzeichnis für {country}, nicht aus lokalen Richtliniendokumenten.",{country},{country},no,1.12,,,,
personal_account_limit,config/conversation_routes.json,"I can't look up personal account, order or earnings details. Please contact Forever Living Customer Care or check your account portal for that.","Ich kann keine Angaben zu persönlichen Konten, Bestellungen oder Einnahmen abrufen. Bitte wenden Sie sich dafür an den Forever Living Kundenservice oder Ihr Kundenportal.",,,no,1.19,,,,
partial_answer_gap,config/conversation_routes.json,I could not confirm {fields} from the approved documents. The rest of the answer above is what I could confirm.,"Ich konnte {fields} anhand der freigegebenen Dokumente nicht bestätigen. Der Rest der obigen Antwort ist, was ich bestätigen konnte.",{fields},{fields},no,1.19,,,,
clarify_field,config/conversation_routes.json,Which of these did you mean: {options}?,Welches davon meinten Sie: {options}?,{options},{options},no,0.95,,,,
clarify_country,config/conversation_routes.json,Which country did you mean: {options}?,Welches Land meinten Sie: {options}?,{options},{options},no,0.95,,,,
clarify_role,config/conversation_routes.json,Which role did you mean: {options}?,Welche Rolle meinten Sie: {options}?,{options},{options},no,1.03,,,,
repair_ack,config/conversation_routes.json,"Got it, thanks for clarifying.","Verstanden, danke für die Klarstellung.",,,no,1.30,,,,
contact_offer,config/conversation_routes.json,You can also reach {contact} for more help.,"Sie können sich auch an {contact} wenden, um weitere Hilfe zu erhalten.",{contact},{contact},no,1.65,,,,
suggest_intro,config/conversation_routes.json,You might also want to ask about:,Sie möchten vielleicht auch fragen nach:,,,no,1.21,,,,
suggest_topic_delivery_cost,config/conversation_routes.json,Delivery cost,Lieferkosten,,,no,0.92,,,,
suggest_topic_payment_methods,config/conversation_routes.json,Payment methods,Zahlungsmethoden,,,no,1.07,,,,
suggest_topic_contact,config/conversation_routes.json,Office contact details,Büro-Kontaktdaten,,,no,0.77,,,,
suggest_topic_returns,config/conversation_routes.json,Returns,Rücksendungen,,,no,1.86,,,,
field_label_phone,config/conversation_routes.json,Phone,Telefon,,,no,1.40,,,,
field_label_order_phone,config/conversation_routes.json,Order phone,Bestelltelefon,,,no,1.27,,,,
field_label_email,config/conversation_routes.json,Email,E-Mail,,,no,1.20,,,,
field_label_website,config/conversation_routes.json,Website,Website,,,no,1.00,,,,
field_label_address,config/conversation_routes.json,Address,Adresse,,,no,1.00,,,,
field_label_business_hours,config/conversation_routes.json,Business hours,Geschäftszeiten,,,no,1.07,,,,
field_label_payment_methods,config/conversation_routes.json,Payment methods,Zahlungsmethoden,,,no,1.07,,,,
field_label_delivery_cost,config/conversation_routes.json,Delivery cost,Lieferkosten,,,no,0.92,,,,
field_label_delivery_time,config/conversation_routes.json,Delivery time,Lieferzeit,,,no,0.77,,,,
field_label_fax,config/conversation_routes.json,Fax,Fax,,,no,1.00,,,,
product_disease_claim_refusal,config/claim_safety.json,"I'm sorry, but I can't confirm that a Forever Living product treats or cures a disease. AskVera can help with approved Forever Living company policies and information from the international sponsoring directory. For a medical question, please speak with a qualified healthcare professional. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","Es tut mir leid, aber ich kann nicht bestätigen, dass ein Produkt von Forever Living eine Krankheit behandelt oder heilt. AskVera kann bei genehmigten Unternehmensrichtlinien von Forever Living und Informationen aus dem internationalen Sponsoring-Verzeichnis helfen. Bei medizinischen Fragen wenden Sie sich bitte an qualifiziertes medizinisches Fachpersonal. Die Produkte von Forever wurden nicht von der Food and Drug Administration bewertet und sind nicht dazu bestimmt, eine Krankheit zu diagnostizieren, zu behandeln, zu heilen oder zu verhindern.",,,no,1.25,,,,
