key,source_file,english,translation,placeholders_english,placeholders_translation,placeholder_mismatch,length_ratio,runtime_when_missing,reviewer_verdict,reviewer_suggested_text,reviewer_comment
sensitive_pii,config/conversation_routes.json,"For your privacy, I removed sensitive personal information from your message. AskVera does not use or save government IDs, payment details, passwords, or other sensitive identifiers. Please ask again without personal details.","Om uw privacy te beschermen heb ik gevoelige persoonsgegevens uit uw bericht verwijderd. AskVera gebruikt of bewaart geen identiteits-, betaal- of inloggegevens. Stel uw vraag opnieuw zonder persoonlijke gegevens.",,,no,0.95,,,,
guardrail_blocked,config/conversation_routes.json,I couldn't provide that response because it did not pass AskVera's safety checks. Please rephrase the question without private information or unsafe claims.,Ik kon dat antwoord niet geven omdat het niet door de veiligheidscontroles van AskVera kwam. Formuleer de vraag opnieuw zonder privégegevens of onveilige claims.,,,no,1.03,,,,
reference_clarification,config/conversation_routes.json,I want to make sure I answer about the right country — do you mean {candidates}?,Ik wil zeker weten dat ik over het juiste land antwoord — bedoel je {candidates}?,{candidates},{candidates},no,1.01,,,,
dependency_unavailable,config/conversation_routes.json,Sorry about that - I'm having a brief technical hiccup reaching the knowledge base. Mind trying again in a moment?,Het spijt me - ik heb even een technisch probleem met het bereiken van de kennisbank. Wil je het over een moment opnieuw proberen?,,,no,1.14,,,,
evidence_missing_detail,config/conversation_routes.json,"The approved documents I have do not contain enough detail about {topic} to answer that. Please rephrase the question, or contact Forever Living support for an official answer.","De goedgekeurde documenten die ik heb, bevatten onvoldoende details over {topic} om dat te beantwoorden. Formuleer de vraag opnieuw of neem contact op met Forever Living Support voor een officieel antwoord.",{topic},{topic},no,1.17,,,,
cross_market_policy_scope,config/conversation_routes.json,"I can only answer using the policy documents approved for your own market. For {country}'s policy specifically, please check with a local Forever Living office or Customer Care.",Ik kan alleen antwoorden op basis van de beleidsdocumenten die zijn goedgekeurd voor uw eigen markt. Neem voor het beleid van {country} specifiek contact op met een lokaal Forever Living-kantoor of de klantenservice.,{country},{country},no,1.22,,,,
international_directory_note,config/conversation_routes.json,"This contact information comes from the international sponsoring directory for {country}, not from local policy documents.","Deze contactgegevens komen uit de internationale sponsoringgids voor {country}, niet uit lokale beleidsdocumenten.",{country},{country},no,0.93,,,,
personal_account_limit,config/conversation_routes.json,"I can't look up personal account, order or earnings details. Please contact Forever Living Customer Care or check your account portal for that.","Ik kan geen persoonlijke account-, bestel- of verdiengegevens opzoeken. Neem hiervoor contact op met de klantenservice van Forever Living of raadpleeg uw accountportaal.",,,no,1.18,,,,
partial_answer_gap,config/conversation_routes.json,I could not confirm {fields} from the approved documents. The rest of the answer above is what I could confirm.,Ik kon {fields} niet bevestigen aan de hand van de goedgekeurde documenten. De rest van het bovenstaande antwoord is wat ik wel kon bevestigen.,{fields},{fields},no,1.29,,,,
clarify_field,config/conversation_routes.json,Which of these did you mean: {options}?,Welke van deze bedoelde u: {options}?,{options},{options},no,0.95,,,,
clarify_country,config/conversation_routes.json,Which country did you mean: {options}?,Welk land bedoelde u: {options}?,{options},{options},no,0.84,,,,
clarify_role,config/conversation_routes.json,Which role did you mean: {options}?,Welke rol bedoelde u: {options}?,{options},{options},no,0.91,,,,
repair_ack,config/conversation_routes.json,"Got it, thanks for clarifying.","Begrepen, bedankt voor de verduidelijking.",,,no,1.40,,,,
contact_offer,config/conversation_routes.json,You can also reach {contact} for more help.,U kunt ook contact opnemen met {contact} voor meer hulp.,{contact},{contact},no,1.30,,,,
suggest_intro,config/conversation_routes.json,You might also want to ask about:,U wilt misschien ook vragen naar:,,,no,1.00,,,,
suggest_topic_delivery_cost,config/conversation_routes.json,Delivery cost,Verzendkosten,,,no,1.00,,,,
suggest_topic_payment_methods,config/conversation_routes.json,Payment methods,Betaalmethoden,,,no,0.93,,,,
suggest_topic_contact,config/conversation_routes.json,Office contact details,Contactgegevens van het kantoor,,,no,1.41,,,,
suggest_topic_returns,config/conversation_routes.json,Returns,Retourneren,,,no,1.57,,,,
field_label_phone,config/conversation_routes.json,Phone,Telefoon,,,no,1.60,,,,
field_label_order_phone,config/conversation_routes.json,Order phone,Bestellijn,,,no,0.91,,,,
field_label_email,config/conversation_routes.json,Email,E-mail,,,no,1.20,,,,
field_label_website,config/conversation_routes.json,Website,Website,,,no,1.00,,,,
field_label_address,config/conversation_routes.json,Address,Adres,,,no,0.71,,,,
field_label_business_hours,config/conversation_routes.json,Business hours,Openingstijden,,,no,1.00,,,,
field_label_payment_methods,config/conversation_routes.json,Payment methods,Betaalmethoden,,,no,0.93,,,,
field_label_delivery_cost,config/conversation_routes.json,Delivery cost,Verzendkosten,,,no,1.00,,,,
field_label_delivery_time,config/conversation_routes.json,Delivery time,Levertijd,,,no,0.69,,,,
field_label_fax,config/conversation_routes.json,Fax,Fax,,,no,1.00,,,,
product_disease_claim_refusal,config/claim_safety.json,"I'm sorry, but I can't confirm that a Forever Living product treats or cures a disease. AskVera can help with approved Forever Living company policies and information from the international sponsoring directory. For a medical question, please speak with a qualified healthcare professional. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","Het spijt me, maar ik kan niet bevestigen dat een product van Forever Living een ziekte behandelt of geneest. AskVera kan u helpen met goedgekeurd bedrijfsbeleid van Forever Living en informatie uit de internationale sponsordirectory. Raadpleeg voor medische vragen een gekwalificeerde zorgprofessional. Forever's producten zijn niet geëvalueerd door de Food and Drug Administration en zijn niet bedoeld om een ziekte te diagnosticeren, te behandelen, te genezen of te voorkomen.",,,no,1.09,,,,
