key,source_file,english,translation,placeholders_english,placeholders_translation,placeholder_mismatch,length_ratio,runtime_when_missing,reviewer_verdict,reviewer_suggested_text,reviewer_comment
suggest_intro,config/conversation_routes.json,You might also want to ask about:,Potresti anche voler chiedere di:,,,no,1.00,,,,
suggest_topic_delivery_cost,config/conversation_routes.json,Delivery cost,Costi di spedizione,,,no,1.46,,,,
suggest_topic_payment_methods,config/conversation_routes.json,Payment methods,Metodi di pagamento,,,no,1.27,,,,
suggest_topic_contact,config/conversation_routes.json,Office contact details,Dati di contatto dell'ufficio,,,no,1.32,,,,
suggest_topic_returns,config/conversation_routes.json,Returns,Resi,,,no,0.57,,,,
field_label_phone,config/conversation_routes.json,Phone,Telefono,,,no,1.60,,,,
field_label_order_phone,config/conversation_routes.json,Order phone,Telefono ordini,,,no,1.36,,,,
field_label_email,config/conversation_routes.json,Email,E-mail,,,no,1.20,,,,
field_label_website,config/conversation_routes.json,Website,Sito web,,,no,1.14,,,,
field_label_address,config/conversation_routes.json,Address,Indirizzo,,,no,1.29,,,,
field_label_business_hours,config/conversation_routes.json,Business hours,Orario d'ufficio,,,no,1.14,,,,
field_label_payment_methods,config/conversation_routes.json,Payment methods,Metodi di pagamento,,,no,1.27,,,,
field_label_delivery_cost,config/conversation_routes.json,Delivery cost,Costi di spedizione,,,no,1.46,,,,
field_label_delivery_time,config/conversation_routes.json,Delivery time,Tempi di consegna,,,no,1.31,,,,
field_label_fax,config/conversation_routes.json,Fax,Fax,,,no,1.00,,,,
product_disease_claim_refusal,config/claim_safety.json,"I'm sorry, but I can't confirm that a Forever Living product treats or cures a disease. AskVera can help with approved Forever Living company policies and information from the international sponsoring directory. For a medical question, please speak with a qualified healthcare professional. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","Mi dispiace, ma non posso confermare che un prodotto Forever Living tratti o curi una malattia. AskVera può aiutarti con le politiche aziendali approvate di Forever Living e con le informazioni dell'elenco internazionale di sponsorizzazione. Per una domanda medica, consulta un professionista sanitario qualificato. I prodotti Forever non sono stati valutati dalla Food and Drug Administration e non sono destinati a diagnosticare, trattare, curare o prevenire alcuna malattia.",,,no,1.08,,,,
