key,source_file,english,translation,placeholders_english,placeholders_translation,placeholder_mismatch,length_ratio,runtime_when_missing,reviewer_verdict,reviewer_suggested_text,reviewer_comment
office_contact_lead_in,config/conversation_routes.json,"In the meantime, here is a direct way to reach that office:",,,,no,,machine_translated_at_request_time,,,
off_topic,config/conversation_routes.json,"I'm sorry, but I can't help with that question. AskVera can help with approved Forever Living company policies and information from the international sponsoring directory. Please ask me about one of those areas, and I'll be happy to help.","Beklager, men jeg kan ikke hjelpe med det spørsmålet. AskVera kan hjelpe med godkjente selskapsretningslinjer for Forever Living og informasjon fra den internasjonale sponsorkatalogen. Spør meg gjerne om et av disse områdene.",,,no,0.95,,,,
medical_claim,config/conversation_routes.json,"I'm not able to give medical advice or make claims about treating or curing anything. For anything health-related, a qualified healthcare professional is really the right person to ask. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","Jeg kan ikke gi medisinsk råd eller fremsette påstander om behandling eller kurering av noe som helst. For alt som er helserelatert, er en kvalifisert helsepersonell virkelig den rette personen å spørre. Forevers produkter er ikke evaluert av Food and Drug Administration og er ikke beregnet på å diagnostisere, behandle, kurere eller forebygge noen sykdom.",,,no,1.07,,,,
income_claim,config/conversation_routes.json,I can't share income projections or guarantees - that's not something I'm able to speak to. The official Income Disclosure Statement is the right place for that kind of detail. Individual results may vary. Forever makes no guarantees on income or success. The Forever Business Owner opportunity and related incentives are not available to residents of the United States.,Jeg kan ikke dele inntektsprognoser eller garantier – det er ikke noe jeg kan uttale meg om. Den offisielle inntektsopplysningserklæringen er det rette stedet for den typen detaljer. Individuelle resultater kan variere. Forever gir ingen garantier for inntekt eller suksess. Forever Business Owner-muligheten og tilhørende incentiver er ikke tilgjengelige for innbyggere i USA.,,,no,1.02,,,,
bedrock_error,config/conversation_routes.json,Sorry about that - I'm having a brief technical hiccup reaching the knowledge base. Mind trying again in a moment?,Beklager - jeg har et kortvarig teknisk problem med å nå kunnskapsbasen. Kan du prøve igjen om et øyeblikk?,,,no,0.94,,,,
sensitive_pii,config/conversation_routes.json,"For your privacy, I removed sensitive personal information from your message. AskVera does not use or save government IDs, payment details, passwords, or other sensitive identifiers. Please ask again without personal details.",,,,no,,machine_translated_at_request_time,,,
guardrail_blocked,config/conversation_routes.json,I couldn't provide that response because it did not pass AskVera's safety checks. Please rephrase the question without private information or unsafe claims.,,,,no,,machine_translated_at_request_time,,,
reference_clarification,config/conversation_routes.json,I want to make sure I answer about the right country — do you mean {candidates}?,Jeg vil forsikre meg om at jeg svarer om det riktige landet — mener du {candidates}?,{candidates},{candidates},no,1.05,,,,
dependency_unavailable,config/conversation_routes.json,Sorry about that - I'm having a brief technical hiccup reaching the knowledge base. Mind trying again in a moment?,Beklager - jeg har et kortvarig teknisk problem med å nå kunnskapsbasen. Kan du prøve igjen om et øyeblikk?,,,no,0.94,,,,
evidence_missing_detail,config/conversation_routes.json,"The approved documents I have do not contain enough detail about {topic} to answer that. Please rephrase the question, or contact Forever Living support for an official answer.","De godkjente dokumentene jeg har, inneholder ikke nok detaljer om {topic} til å svare på det. Omformuler spørsmålet, eller kontakt Forever Living support for et offisielt svar.",{topic},{topic},no,1.00,,,,
cross_market_policy_scope,config/conversation_routes.json,"I can only answer using the policy documents approved for your own market. For {country}'s policy specifically, please check with a local Forever Living office or Customer Care.","Jeg kan bare svare ut fra retningslinjedokumentene som er godkjent for ditt eget marked. For retningslinjene i {country} spesifikt, ta kontakt med et lokalt Forever Living-kontor eller kundeservice.",{country},{country},no,1.12,,,,
international_directory_note,config/conversation_routes.json,"This contact information comes from the international sponsoring directory for {country}, not from local policy documents.","Denne kontaktinformasjonen kommer fra den internasjonale sponsorkatalogen for {country}, ikke fra lokale retningslinjedokumenter.",{country},{country},no,1.06,,,,
personal_account_limit,config/conversation_routes.json,"I can't look up personal account, order or earnings details. Please contact Forever Living Customer Care or check your account portal for that.","Jeg kan ikke slå opp personlige konto-, bestillings- eller inntektsopplysninger. Kontakt Forever Livings kundeservice eller sjekk kontoportalen din for dette.",,,no,1.10,,,,
partial_answer_gap,config/conversation_routes.json,I could not confirm {fields} from the approved documents. The rest of the answer above is what I could confirm.,Jeg kunne ikke bekrefte {fields} ut fra de godkjente dokumentene. Resten av svaret ovenfor er det jeg kunne bekrefte.,{fields},{fields},no,1.05,,,,
clarify_field,config/conversation_routes.json,Which of these did you mean: {options}?,Hvilken av disse mente du: {options}?,{options},{options},no,0.95,,,,
clarify_country,config/conversation_routes.json,Which country did you mean: {options}?,Hvilket land mente du: {options}?,{options},{options},no,0.87,,,,
clarify_role,config/conversation_routes.json,Which role did you mean: {options}?,Hvilken rolle mente du: {options}?,{options},{options},no,0.97,,,,
repair_ack,config/conversation_routes.json,"Got it, thanks for clarifying.","Forstått, takk for presiseringen.",,,no,1.10,,,,
contact_offer,config/conversation_routes.json,You can also reach {contact} for more help.,Du kan også kontakte {contact} for mer hjelp.,{contact},{contact},no,1.05,,,,
suggest_intro,config/conversation_routes.json,You might also want to ask about:,Du vil kanskje også spørre om:,,,no,0.91,,,,
suggest_topic_delivery_cost,config/conversation_routes.json,Delivery cost,Leveringskostnad,,,no,1.23,,,,
suggest_topic_payment_methods,config/conversation_routes.json,Payment methods,Betalingsmetoder,,,no,1.07,,,,
suggest_topic_contact,config/conversation_routes.json,Office contact details,Kontorets kontaktdetaljer,,,no,1.14,,,,
suggest_topic_returns,config/conversation_routes.json,Returns,Returer,,,no,1.00,,,,
field_label_phone,config/conversation_routes.json,Phone,Telefon,,,no,1.40,,,,
field_label_order_phone,config/conversation_routes.json,Order phone,Bestillingstelefon,,,no,1.64,,,,
field_label_email,config/conversation_routes.json,Email,E-post,,,no,1.20,,,,
field_label_website,config/conversation_routes.json,Website,Nettside,,,no,1.14,,,,
field_label_address,config/conversation_routes.json,Address,Adresse,,,no,1.00,,,,
field_label_business_hours,config/conversation_routes.json,Business hours,Åpningstider,,,no,0.86,,,,
field_label_payment_methods,config/conversation_routes.json,Payment methods,Betalingsmetoder,,,no,1.07,,,,
field_label_delivery_cost,config/conversation_routes.json,Delivery cost,Leveringskostnad,,,no,1.23,,,,
field_label_delivery_time,config/conversation_routes.json,Delivery time,Leveringstid,,,no,0.92,,,,
field_label_fax,config/conversation_routes.json,Fax,Faks,,,no,1.33,,,,
product_disease_claim_refusal,config/claim_safety.json,"I'm sorry, but I can't confirm that a Forever Living product treats or cures a disease. AskVera can help with approved Forever Living company policies and information from the international sponsoring directory. For a medical question, please speak with a qualified healthcare professional. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","Beklager, men jeg kan ikke bekrefte at et Forever Living-produkt behandler eller kurerer en sykdom. AskVera kan hjelpe med godkjente selskapspolicyer fra Forever Living og informasjon fra den internasjonale sponsorkatalogen. Ved medisinske spørsmål bør du snakke med kvalifisert helsepersonell. Forevers produkter er ikke evaluert av Food and Drug Administration og er ikke beregnet på å diagnostisere, behandle, kurere eller forebygge noen sykdom.",,,no,1.02,,,,
