key,source_file,english,translation,placeholders_english,placeholders_translation,placeholder_mismatch,length_ratio,runtime_when_missing,reviewer_verdict,reviewer_suggested_text,reviewer_comment
income_claim,config/conversation_routes.json,I can't share income projections or guarantees - that's not something I'm able to speak to. The official Income Disclosure Statement is the right place for that kind of detail. Individual results may vary. Forever makes no guarantees on income or success. The Forever Business Owner opportunity and related incentives are not available to residents of the United States.,"Я не могу делиться прогнозами доходов или гарантиями — это не то, о чём я могу говорить. Официальное Заявление о раскрытии информации о доходах — это правильное место для такой информации. Индивидуальные результаты могут отличаться. Forever не дает никаких гарантий в отношении дохода или успеха. Возможность Forever Business Owner и связанные с ней стимулы недоступны для жителей США.",,,no,1.04,,,,
bedrock_error,config/conversation_routes.json,Sorry about that - I'm having a brief technical hiccup reaching the knowledge base. Mind trying again in a moment?,Извините - у меня возникла кратковременная техническая неполадка при обращении к базе знаний. Не могли бы вы попробовать ещё раз через минуту?,,,no,1.25,,,,
sensitive_pii,config/conversation_routes.json,"For your privacy, I removed sensitive personal information from your message. AskVera does not use or save government IDs, payment details, passwords, or other sensitive identifiers. Please ask again without personal details.",,,,no,,machine_translated_at_request_time,,,
guardrail_blocked,config/conversation_routes.json,I couldn't provide that response because it did not pass AskVera's safety checks. Please rephrase the question without private information or unsafe claims.,,,,no,,machine_translated_at_request_time,,,
reference_clarification,config/conversation_routes.json,I want to make sure I answer about the right country — do you mean {candidates}?,,{candidates},,yes,,machine_translated_at_request_time,,,
dependency_unavailable,config/conversation_routes.json,Sorry about that - I'm having a brief technical hiccup reaching the knowledge base. Mind trying again in a moment?,Извините - у меня возникла кратковременная техническая неполадка при обращении к базе знаний. Не могли бы вы попробовать ещё раз через минуту?,,,no,1.25,,,,
evidence_missing_detail,config/conversation_routes.json,"The approved documents I have do not contain enough detail about {topic} to answer that. Please rephrase the question, or contact Forever Living support for an official answer.","Утверждённые документы, которые у меня есть, не содержат достаточно сведений о {topic}, чтобы ответить на этот вопрос. Пожалуйста, переформулируйте вопрос или обратитесь в службу поддержки Forever Living за официальным ответом.",{topic},{topic},no,1.29,,,,
cross_market_policy_scope,config/conversation_routes.json,"I can only answer using the policy documents approved for your own market. For {country}'s policy specifically, please check with a local Forever Living office or Customer Care.","Я могу отвечать только на основании документов политики, утверждённых для вашего рынка. По вопросам политики {country} обратитесь в местный офис Forever Living или в службу поддержки клиентов.",{country},{country},no,1.08,,,,
international_directory_note,config/conversation_routes.json,"This contact information comes from the international sponsoring directory for {country}, not from local policy documents.","Эта контактная информация взята из международного справочника спонсорства для {country}, а не из документов местной политики.",{country},{country},no,1.02,,,,
personal_account_limit,config/conversation_routes.json,"I can't look up personal account, order or earnings details. Please contact Forever Living Customer Care or check your account portal for that.","Я не могу искать данные личного аккаунта, заказов или доходов. Пожалуйста, обратитесь в службу поддержки клиентов Forever Living или проверьте свой портал аккаунта.",,,no,1.15,,,,
partial_answer_gap,config/conversation_routes.json,I could not confirm {fields} from the approved documents. The rest of the answer above is what I could confirm.,"Я не смогла подтвердить {fields} по утверждённым документам. Остальная часть ответа выше — это то, что я смогла подтвердить.",{fields},{fields},no,1.12,,,,
clarify_field,config/conversation_routes.json,Which of these did you mean: {options}?,Что из этого вы имели в виду: {options}?,{options},{options},no,1.03,,,,
clarify_country,config/conversation_routes.json,Which country did you mean: {options}?,Какую страну вы имели в виду: {options}?,{options},{options},no,1.05,,,,
clarify_role,config/conversation_routes.json,Which role did you mean: {options}?,Какую роль вы имели в виду: {options}?,{options},{options},no,1.09,,,,
repair_ack,config/conversation_routes.json,"Got it, thanks for clarifying.","Понятно, спасибо за уточнение.",,,no,1.00,,,,
contact_offer,config/conversation_routes.json,You can also reach {contact} for more help.,Вы также можете обратиться в {contact} за дополнительной помощью.,{contact},{contact},no,1.51,,,,
suggest_intro,config/conversation_routes.json,You might also want to ask about:,Вы также можете спросить о:,,,no,0.82,,,,
suggest_topic_delivery_cost,config/conversation_routes.json,Delivery cost,Стоимость доставки,,,no,1.38,,,,
suggest_topic_payment_methods,config/conversation_routes.json,Payment methods,Способы оплаты,,,no,0.93,,,,
suggest_topic_contact,config/conversation_routes.json,Office contact details,Контактные данные офиса,,,no,1.05,,,,
suggest_topic_returns,config/conversation_routes.json,Returns,Возвраты,,,no,1.14,,,,
field_label_phone,config/conversation_routes.json,Phone,Телефон,,,no,1.40,,,,
field_label_order_phone,config/conversation_routes.json,Order phone,Телефон для заказов,,,no,1.73,,,,
field_label_email,config/conversation_routes.json,Email,Электронная почта,,,no,3.40,,,,
field_label_website,config/conversation_routes.json,Website,Сайт,,,no,0.57,,,,
field_label_address,config/conversation_routes.json,Address,Адрес,,,no,0.71,,,,
field_label_business_hours,config/conversation_routes.json,Business hours,Часы работы,,,no,0.79,,,,
field_label_payment_methods,config/conversation_routes.json,Payment methods,Способы оплаты,,,no,0.93,,,,
field_label_delivery_cost,config/conversation_routes.json,Delivery cost,Стоимость доставки,,,no,1.38,,,,
field_label_delivery_time,config/conversation_routes.json,Delivery time,Срок доставки,,,no,1.00,,,,
field_label_fax,config/conversation_routes.json,Fax,Факс,,,no,1.33,,,,
product_disease_claim_refusal,config/claim_safety.json,"I'm sorry, but I can't confirm that a Forever Living product treats or cures a disease. AskVera can help with approved Forever Living company policies and information from the international sponsoring directory. For a medical question, please speak with a qualified healthcare professional. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","Мне жаль, но я не могу подтвердить, что продукт Forever Living лечит или излечивает заболевание. AskVera может помочь с утверждёнными политиками компании Forever Living и информацией из международного справочника спонсорства. По медицинским вопросам обратитесь к квалифицированному медицинскому специалисту. Продукция Forever не была оценена Food and Drug Administration (FDA) и не предназначена для диагностики, лечения, исцеления или предотвращения любых заболеваний.",,,no,1.07,,,,
