key,source_file,english,translation,placeholders_english,placeholders_translation,placeholder_mismatch,length_ratio,runtime_when_missing,reviewer_verdict,reviewer_suggested_text,reviewer_comment
clarify_field,config/conversation_routes.json,Which of these did you mean: {options}?,Na šta od ovoga ste mislili: {options}?,{options},{options},no,1.00,,,,
clarify_country,config/conversation_routes.json,Which country did you mean: {options}?,Na koju zemlju ste mislili: {options}?,{options},{options},no,1.00,,,,
clarify_role,config/conversation_routes.json,Which role did you mean: {options}?,Na koju ulogu ste mislili: {options}?,{options},{options},no,1.06,,,,
repair_ack,config/conversation_routes.json,"Got it, thanks for clarifying.","Razumela sam, hvala na pojašnjenju.",,,no,1.17,,,,
contact_offer,config/conversation_routes.json,You can also reach {contact} for more help.,Takođe možete kontaktirati {contact} za dodatnu pomoć.,{contact},{contact},no,1.26,,,,
suggest_intro,config/conversation_routes.json,You might also want to ask about:,Možda biste želeli da pitate i o:,,,no,1.00,,,,
suggest_topic_delivery_cost,config/conversation_routes.json,Delivery cost,Troškovi dostave,,,no,1.23,,,,
suggest_topic_payment_methods,config/conversation_routes.json,Payment methods,Način plaćanja,,,no,0.93,,,,
suggest_topic_contact,config/conversation_routes.json,Office contact details,Kontakt podaci kancelarije,,,no,1.18,,,,
suggest_topic_returns,config/conversation_routes.json,Returns,Povraćaji,,,no,1.29,,,,
field_label_phone,config/conversation_routes.json,Phone,Telefon,,,no,1.40,,,,
field_label_order_phone,config/conversation_routes.json,Order phone,Telefon za porudžbine,,,no,1.91,,,,
field_label_email,config/conversation_routes.json,Email,Imejl,,,no,1.00,,,,
field_label_website,config/conversation_routes.json,Website,Sajt,,,no,0.57,,,,
field_label_address,config/conversation_routes.json,Address,Adresa,,,no,0.86,,,,
field_label_business_hours,config/conversation_routes.json,Business hours,Radno vreme,,,no,0.79,,,,
field_label_payment_methods,config/conversation_routes.json,Payment methods,Način plaćanja,,,no,0.93,,,,
field_label_delivery_cost,config/conversation_routes.json,Delivery cost,Troškovi dostave,,,no,1.23,,,,
field_label_delivery_time,config/conversation_routes.json,Delivery time,Vreme dostave,,,no,1.00,,,,
field_label_fax,config/conversation_routes.json,Fax,Faks,,,no,1.33,,,,
product_disease_claim_refusal,config/claim_safety.json,"I'm sorry, but I can't confirm that a Forever Living product treats or cures a disease. AskVera can help with approved Forever Living company policies and information from the international sponsoring directory. For a medical question, please speak with a qualified healthcare professional. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","Žao mi je, ali ne mogu da potvrdim da proizvod kompanije Forever Living leči ili izlečuje bolest. AskVera može da pomogne sa odobrenim pravilima kompanije Forever Living i informacijama iz međunarodnog imenika sponzorstva. Za medicinska pitanja obratite se kvalifikovanom zdravstvenom radniku. Forever proizvodi nisu ocenjeni od strane Food and Drug Administration i nisu namenjeni za dijagnostikovanje, lečenje, izlečenje ili sprečavanje bilo koje bolesti.",,,no,1.04,,,,
