key,source_file,english,translation,placeholders_english,placeholders_translation,placeholder_mismatch,length_ratio,runtime_when_missing,reviewer_verdict,reviewer_suggested_text,reviewer_comment
off_topic,config/conversation_routes.json,"I'm sorry, but I can't help with that question. AskVera can help with approved Forever Living company policies and information from the international sponsoring directory. Please ask me about one of those areas, and I'll be happy to help.","Lo siento, pero no puedo ayudarte con esa pregunta. AskVera puede ayudarte con las políticas empresariales aprobadas de Forever Living y la información del directorio internacional de patrocinio. Pregúntame sobre uno de esos temas y estaré encantada de ayudarte.",,,no,1.10,,,,
medical_claim,config/conversation_routes.json,"I'm not able to give medical advice or make claims about treating or curing anything. For anything health-related, a qualified healthcare professional is really the right person to ask. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","No puedo dar consejos médicos ni hacer afirmaciones sobre el tratamiento o la cura de nada. Para cualquier asunto relacionado con la salud, un profesional de la salud calificado es realmente la persona indicada para consultar. Los productos de Forever no han sido evaluados por la Food and Drug Administration y no están destinados a diagnosticar, tratar, curar o prevenir ninguna enfermedad.",,,no,1.17,,,,
income_claim,config/conversation_routes.json,I can't share income projections or guarantees - that's not something I'm able to speak to. The official Income Disclosure Statement is the right place for that kind of detail. Individual results may vary. Forever makes no guarantees on income or success. The Forever Business Owner opportunity and related incentives are not available to residents of the United States.,No puedo compartir proyecciones de ingresos ni garantías - eso no es algo sobre lo que pueda hablar. La Declaración Oficial de Divulgación de Ingresos es el lugar correcto para ese tipo de detalle. Los resultados individuales pueden variar. Forever no garantiza ingresos ni éxito. La oportunidad Forever Business Owner y los incentivos relacionados no están disponibles para los residentes de Estados Unidos.,,,no,1.10,,,,
bedrock_error,config/conversation_routes.json,Sorry about that - I'm having a brief technical hiccup reaching the knowledge base. Mind trying again in a moment?,"Lo siento, estoy teniendo un pequeño problema técnico para acceder a la base de conocimientos. ¿Te importaría intentarlo de nuevo en un momento?",,,no,1.26,,,,
sensitive_pii,config/conversation_routes.json,"For your privacy, I removed sensitive personal information from your message. AskVera does not use or save government IDs, payment details, passwords, or other sensitive identifiers. Please ask again without personal details.","Para proteger tu privacidad, eliminé la información personal confidencial del mensaje. AskVera no usa ni guarda identificaciones oficiales, datos de pago, contraseñas u otros identificadores confidenciales. Vuelve a preguntar sin datos personales.",,,no,1.10,,,,
guardrail_blocked,config/conversation_routes.json,I couldn't provide that response because it did not pass AskVera's safety checks. Please rephrase the question without private information or unsafe claims.,No pude proporcionar esa respuesta porque no superó los controles de seguridad de AskVera. Reformula la pregunta sin información privada ni afirmaciones inseguras.,,,no,1.04,,,,
reference_clarification,config/conversation_routes.json,I want to make sure I answer about the right country — do you mean {candidates}?,Quiero asegurarme de responder sobre el país correcto — ¿te refieres a {candidates}?,{candidates},{candidates},no,1.05,,,,
dependency_unavailable,config/conversation_routes.json,Sorry about that - I'm having a brief technical hiccup reaching the knowledge base. Mind trying again in a moment?,"Lo siento, estoy teniendo un pequeño problema técnico para acceder a la base de conocimientos. ¿Te importaría intentarlo de nuevo en un momento?",,,no,1.26,,,,
evidence_missing_detail,config/conversation_routes.json,"The approved documents I have do not contain enough detail about {topic} to answer that. Please rephrase the question, or contact Forever Living support for an official answer.","Los documentos aprobados que tengo no contienen suficiente detalle sobre {topic} para responder a eso. Por favor, reformula la pregunta o contacta con el soporte de Forever Living para obtener una respuesta oficial.",{topic},{topic},no,1.22,,,,
cross_market_policy_scope,config/conversation_routes.json,"I can only answer using the policy documents approved for your own market. For {country}'s policy specifically, please check with a local Forever Living office or Customer Care.","Solo puedo responder utilizando los documentos de política aprobados para tu propio mercado. Para la política de {country} en concreto, consulta con una oficina local de Forever Living o con Atención al Cliente.",{country},{country},no,1.19,,,,
international_directory_note,config/conversation_routes.json,"This contact information comes from the international sponsoring directory for {country}, not from local policy documents.","Esta información de contacto proviene del directorio internacional de patrocinio para {country}, no de los documentos de política local.",{country},{country},no,1.11,,,,
personal_account_limit,config/conversation_routes.json,"I can't look up personal account, order or earnings details. Please contact Forever Living Customer Care or check your account portal for that.","No puedo consultar detalles de cuenta personal, pedidos o ingresos. Por favor, contacta con Atención al Cliente de Forever Living o consulta tu portal de cuenta para eso.",,,no,1.19,,,,
partial_answer_gap,config/conversation_routes.json,I could not confirm {fields} from the approved documents. The rest of the answer above is what I could confirm.,No pude confirmar {fields} a partir de los documentos aprobados. El resto de la respuesta anterior es lo que pude confirmar.,{fields},{fields},no,1.12,,,,
clarify_field,config/conversation_routes.json,Which of these did you mean: {options}?,¿Cuál de estos te refieres: {options}?,{options},{options},no,0.97,,,,
clarify_country,config/conversation_routes.json,Which country did you mean: {options}?,¿Qué país te refieres: {options}?,{options},{options},no,0.87,,,,
clarify_role,config/conversation_routes.json,Which role did you mean: {options}?,¿Qué rol te refieres: {options}?,{options},{options},no,0.91,,,,
repair_ack,config/conversation_routes.json,"Got it, thanks for clarifying.","Entendido, gracias por aclararlo.",,,no,1.10,,,,
contact_offer,config/conversation_routes.json,You can also reach {contact} for more help.,También puedes contactar con {contact} para más ayuda.,{contact},{contact},no,1.26,,,,
suggest_intro,config/conversation_routes.json,You might also want to ask about:,También te puede interesar preguntar sobre:,,,no,1.30,,,,
suggest_topic_delivery_cost,config/conversation_routes.json,Delivery cost,Coste de envío,,,no,1.08,,,,
suggest_topic_payment_methods,config/conversation_routes.json,Payment methods,Métodos de pago,,,no,1.00,,,,
suggest_topic_contact,config/conversation_routes.json,Office contact details,Datos de contacto de la oficina,,,no,1.41,,,,
suggest_topic_returns,config/conversation_routes.json,Returns,Devoluciones,,,no,1.71,,,,
field_label_phone,config/conversation_routes.json,Phone,Teléfono,,,no,1.60,,,,
field_label_order_phone,config/conversation_routes.json,Order phone,Teléfono de pedidos,,,no,1.73,,,,
field_label_email,config/conversation_routes.json,Email,Correo electrónico,,,no,3.60,,,,
field_label_website,config/conversation_routes.json,Website,Sitio web,,,no,1.29,,,,
field_label_address,config/conversation_routes.json,Address,Dirección,,,no,1.29,,,,
field_label_business_hours,config/conversation_routes.json,Business hours,Horario de oficina,,,no,1.29,,,,
field_label_payment_methods,config/conversation_routes.json,Payment methods,Métodos de pago,,,no,1.00,,,,
field_label_delivery_cost,config/conversation_routes.json,Delivery cost,Coste de envío,,,no,1.08,,,,
field_label_delivery_time,config/conversation_routes.json,Delivery time,Plazo de entrega,,,no,1.23,,,,
field_label_fax,config/conversation_routes.json,Fax,Fax,,,no,1.00,,,,
product_disease_claim_refusal,config/claim_safety.json,"I'm sorry, but I can't confirm that a Forever Living product treats or cures a disease. AskVera can help with approved Forever Living company policies and information from the international sponsoring directory. For a medical question, please speak with a qualified healthcare professional. Forever's products have not been evaluated by the Food and Drug Administration and are not intended to diagnose, treat, cure, or prevent any disease.","Lo siento, pero no puedo confirmar que un producto de Forever Living trate o cure una enfermedad. AskVera puede ayudarle con las políticas aprobadas de Forever Living y la información del directorio internacional de patrocinio. Para una pregunta médica, consulte a un profesional de la salud cualificado. Los productos de Forever no han sido evaluados por la Food and Drug Administration y no están destinados a diagnosticar, tratar, curar o prevenir ninguna enfermedad.",,,no,1.07,,,,
